accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	lat_lon	sample_location	sample_content	runid	libraryid
SAMN33821386	Successfully loaded	MQ200330-1			wastewater metagenome	2019-06-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-1
SAMN33821387	Successfully loaded	MQ200330-2			wastewater metagenome	2019-06-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-1
SAMN33821388	Successfully loaded	MQ200330-9			wastewater metagenome	2019-06-16	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-5
SAMN33821389	Successfully loaded	MQ200330-10			wastewater metagenome	2019-06-16	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-5
SAMN33821390	Successfully loaded	MQ200330-19			wastewater metagenome	2019-03-25	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-10
SAMN33821391	Successfully loaded	MQ200330-20			wastewater metagenome	2019-03-25	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-10
SAMN33821392	Successfully loaded	MQ200330-23			wastewater metagenome	2019-05-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-12
SAMN33821393	Successfully loaded	MQ200330-24			wastewater metagenome	2019-05-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-12
SAMN33821394	Successfully loaded	MQ200330-29			wastewater metagenome	2019-05-13	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-15
SAMN33821395	Successfully loaded	MQ200330-30			wastewater metagenome	2019-05-13	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-15
SAMN33821396	Successfully loaded	MQ200330-31			wastewater metagenome	2019-04-30	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-16
SAMN33821397	Successfully loaded	MQ200330-32			wastewater metagenome	2019-04-30	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-16
SAMN33821398	Successfully loaded	MQ200330-35			wastewater metagenome	2019-06-21	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-18
SAMN33821399	Successfully loaded	MQ200330-36			wastewater metagenome	2019-06-21	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-18
SAMN33821400	Successfully loaded	MQ200330-39			wastewater metagenome	2019-05-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-20
SAMN33821401	Successfully loaded	MQ200330-40			wastewater metagenome	2019-05-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-20
SAMN33821402	Successfully loaded	MQ200330-41			wastewater metagenome	2019-04-02	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-21
SAMN33821403	Successfully loaded	MQ200330-42			wastewater metagenome	2019-04-02	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-21
SAMN33821404	Successfully loaded	MQ200330-67			wastewater metagenome	2019-06-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1A-34
SAMN33821405	Successfully loaded	MQ200330-68			wastewater metagenome	2019-06-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200330_M00878_0370_000000000-CPYLY_1	AAW-A-1B-34
SAMN33821406	Successfully loaded	MQ200420-5			wastewater metagenome	2019-04-08	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-A-1A-41
SAMN33821407	Successfully loaded	MQ200420-6			wastewater metagenome	2019-04-08	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-A-1B-41
SAMN33821408	Successfully loaded	MQ210416-1			wastewater metagenome	2020-01-15	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-52
SAMN33821409	Successfully loaded	MQ210416-2			wastewater metagenome	2020-01-15	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-52
SAMN33821410	Successfully loaded	MQ210416-3			wastewater metagenome	2020-02-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-53
SAMN33821411	Successfully loaded	MQ210416-4			wastewater metagenome	2020-02-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-53
SAMN33821412	Successfully loaded	MQ210416-5			wastewater metagenome	2020-02-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-54
SAMN33821413	Successfully loaded	MQ210416-6			wastewater metagenome	2020-02-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-54
SAMN33821414	Successfully loaded	MQ210416-9			wastewater metagenome	2020-01-10	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-56
SAMN33821415	Successfully loaded	MQ210416-10			wastewater metagenome	2020-01-10	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-56
SAMN33821416	Successfully loaded	MQ210416-11			wastewater metagenome	2019-12-10	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-57
SAMN33821417	Successfully loaded	MQ210416-12			wastewater metagenome	2019-12-10	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-57
SAMN33821418	Successfully loaded	MQ210416-13			wastewater metagenome	2019-08-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-58
SAMN33821419	Successfully loaded	MQ210416-14			wastewater metagenome	2019-08-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-58
SAMN33821420	Successfully loaded	MQ210416-15			wastewater metagenome	2019-10-09	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-59
SAMN33821421	Successfully loaded	MQ210416-16			wastewater metagenome	2019-10-09	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-59
SAMN33821422	Successfully loaded	MQ210416-17			wastewater metagenome	2019-08-07	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-60
SAMN33821423	Successfully loaded	MQ210416-18			wastewater metagenome	2019-08-07	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-60
SAMN33821424	Successfully loaded	MQ210416-19			wastewater metagenome	2019-10-31	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-61
SAMN33821425	Successfully loaded	MQ210416-20			wastewater metagenome	2019-10-31	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-61
SAMN33821426	Successfully loaded	MQ210416-21			wastewater metagenome	2019-08-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-62
SAMN33821427	Successfully loaded	MQ210416-22			wastewater metagenome	2019-08-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-62
SAMN33821428	Successfully loaded	MQ210416-23			wastewater metagenome	2019-09-04	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-63
SAMN33821429	Successfully loaded	MQ210416-24			wastewater metagenome	2019-09-04	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-63
SAMN33821430	Successfully loaded	MQ210416-25			wastewater metagenome	2019-12-05	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-64
SAMN33821431	Successfully loaded	MQ210416-26			wastewater metagenome	2019-12-05	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-64
SAMN33821432	Successfully loaded	MQ210416-27			wastewater metagenome	2019-11-29	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-65
SAMN33821433	Successfully loaded	MQ210416-28			wastewater metagenome	2019-11-29	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-65
SAMN33821434	Successfully loaded	MQ210416-29			wastewater metagenome	2019-11-05	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-66
SAMN33821435	Successfully loaded	MQ210416-30			wastewater metagenome	2019-11-05	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-66
SAMN33821436	Successfully loaded	MQ210416-31			wastewater metagenome	2019-08-29	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-67
SAMN33821437	Successfully loaded	MQ210416-32			wastewater metagenome	2019-08-29	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-67
SAMN33821438	Successfully loaded	MQ210416-33			wastewater metagenome	2019-09-30	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-68
SAMN33821439	Successfully loaded	MQ210416-37			wastewater metagenome	2019-10-21	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-70
SAMN33821440	Successfully loaded	MQ210416-38			wastewater metagenome	2019-10-21	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-70
SAMN33821441	Successfully loaded	MQ210416-39			wastewater metagenome	2020-02-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-71
SAMN33821442	Successfully loaded	MQ210416-40			wastewater metagenome	2020-02-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-71
SAMN33821443	Successfully loaded	MQ210416-41			wastewater metagenome	2019-09-24	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-72
SAMN33821444	Successfully loaded	MQ210416-42			wastewater metagenome	2019-09-24	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-72
SAMN33821445	Successfully loaded	MQ210416-43			wastewater metagenome	2020-01-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-73
SAMN33821446	Successfully loaded	MQ210416-44			wastewater metagenome	2020-01-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-73
SAMN33821447	Successfully loaded	MQ210416-45			wastewater metagenome	2019-09-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-74
SAMN33821448	Successfully loaded	MQ210416-46			wastewater metagenome	2019-09-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-74
SAMN33821449	Successfully loaded	MQ210416-49			wastewater metagenome	2019-10-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-76
SAMN33821450	Successfully loaded	MQ210416-50			wastewater metagenome	2019-10-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-76
SAMN33821451	Successfully loaded	MQ210416-55			wastewater metagenome	2020-01-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-79
SAMN33821452	Successfully loaded	MQ210416-56			wastewater metagenome	2020-01-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-79
SAMN33821453	Successfully loaded	MQ210416-57			wastewater metagenome	2019-12-19	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-80
SAMN33821454	Successfully loaded	MQ210416-58			wastewater metagenome	2019-12-19	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-80
SAMN33821455	Successfully loaded	MQ210416-59			wastewater metagenome	2020-03-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1A-81
SAMN33821456	Successfully loaded	MQ210416-60			wastewater metagenome	2020-03-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	after primary settling	IWW	210416_M00878_0432_000000000-JHPKF_1	LIB-AAW-A-1B-81
SAMN33821457	Successfully loaded	MQ200420-27			wastewater metagenome	2019-05-13	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1A-1
SAMN33821458	Successfully loaded	MQ200420-28			wastewater metagenome	2019-05-13	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-1
SAMN33821459	Successfully loaded	MQ200420-29			wastewater metagenome	2019-06-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1A-2
SAMN33821460	Successfully loaded	MQ200420-30			wastewater metagenome	2019-06-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-2
SAMN33821461	Successfully loaded	MQ200420-31			wastewater metagenome	2019-04-08	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1A-3
SAMN33821462	Successfully loaded	MQ200420-32			wastewater metagenome	2019-04-08	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-3
SAMN33821463	Successfully loaded	MQ200420-42			wastewater metagenome	2019-05-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-8
SAMN33821464	Successfully loaded	MQ200420-46			wastewater metagenome	2019-04-30	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-10
SAMN33821465	Successfully loaded	MQ200420-50			wastewater metagenome	2019-03-25	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-12
SAMN33821466	Successfully loaded	MQ200420-51			wastewater metagenome	2019-04-02	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1A-13
SAMN33821467	Successfully loaded	MQ200420-52			wastewater metagenome	2019-04-02	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-13
SAMN33821468	Successfully loaded	MQ200420-53			wastewater metagenome	2019-05-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1A-14
SAMN33821469	Successfully loaded	MQ200420-54			wastewater metagenome	2019-05-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-14
SAMN33821470	Successfully loaded	MQ200420-55			wastewater metagenome	2019-06-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1A-15
SAMN33821471	Successfully loaded	MQ200420-56			wastewater metagenome	2019-06-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1B-15
SAMN33821472	Successfully loaded	MQ200420-57			wastewater metagenome	2019-06-16	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Aalborg West	57.0480 N 9.8655 E	before primary settling	IWW	200420_M00878_0373_000000000-J594D_1	AAW-B-1A-16
